marker	cell_name	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	pct.diff
CD3E	T cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	Regulatory T(Treg) cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	T cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	T cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	T cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	Effector CD8+ T cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	T cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	T cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	T cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	T cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	T cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	Regulatory CD8+ T cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	Effector CD4+ T cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3E	Natural killer T(NKT) cell	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	0.369
CD3G	CD4+ T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	Natural killer T (NKT) cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	Cytotoxic  lymphocyte	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	Lymphocyte	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	Cytotoxic T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	CD8+ T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD3G	T cell	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	0.323
CD48	Megakaryocyte	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	Leukocyte	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	Natural killer T (NKT) cell	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	Megakaryocyte erythroid cell	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	Leukocyte	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	B cell	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	Neutrophil	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	Specialist antigen presenting cell	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	Myeloid cell	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	Hematopoietic stem cell	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	Paneth cell	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	Monocyte	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	T cell	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD48	Eosinophil	8.72411313210718e-12	0.300144509751949	0.294	0.117	1.68218349413291e-07	7	0.177
CD52	B cell	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	Lymphoblastoid cell	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	Eosinophil	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	Monocyte	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	Multipotent progenitor cell	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	Effector memory CD8+ T cell	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	Effector memory T cell	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	B cell	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	Natural killer T (NKT) cell	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	Macrophage	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	CD1C-CD141- dendritic cell	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	Immune cell	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	Hematopoietic stem cell	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	Lymphocyte	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD52	T helper cell	3.57241608836474e-05	0.257226881039394	0.399	0.267	0.68883327015849	7	0.132
CD59	Adipose-derived stem cell	5.48501893941522e-181	1.42298090668341	0.963	0.261	1.05762135189804e-176	4	0.702
CD59	Embryonic stem cell	5.48501893941522e-181	1.42298090668341	0.963	0.261	1.05762135189804e-176	4	0.702
CD59	CD141+CLEC9A+ dendritic cell	5.48501893941522e-181	1.42298090668341	0.963	0.261	1.05762135189804e-176	4	0.702
CD59	Mesenchymal cell	5.48501893941522e-181	1.42298090668341	0.963	0.261	1.05762135189804e-176	4	0.702
CD59	Mesenchymal stromal cell	5.48501893941522e-181	1.42298090668341	0.963	0.261	1.05762135189804e-176	4	0.702
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Eosinophil	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Microglial cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Monocyte-derived macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	M2 macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Circulating fetal cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	M1 macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Infiltrated mononuclear cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	M1 macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Pan-macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Microglial cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Microglial cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Lymphoid cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	M0 macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Immune cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Monocyte	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Monocyte	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Activated microglial cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Monocyte	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	M2 macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Myeloid cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Pan-macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Monocyte	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Paneth cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Activated macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	CD1C-CD141- dendritic cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Monocyte-derived macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	T cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Monocyte	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Microglial cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Specialist antigen presenting cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	M1 macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Tissue-resident macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Monocyte	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Natural killer cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	M1 macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Kupffer cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Myeloid cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Demyelinating microglial cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Tumor©\associated macrophage (TAM)	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Myeloid cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	M2 macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Microglial cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Monocyte	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Myeloid cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Monocyte	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Histiocyte	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	B cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Microglial cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Megakaryocyte erythroid cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Cancer cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Demyelinating macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Monocyte	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Infiltrating macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Dendritic cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Glial cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Activated microglial cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Myeloid derived suppressor cell (MDSC)	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Kupffer cell	0	1.55307649909522	0.893	0.122	0	2	0.771
CD68	Macrophage	0	1.55307649909522	0.893	0.122	0	2	0.771
CD69	Central memory CD4+ T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Central memory CD4+ T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Myeloid cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Myeloid cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Tissue resident memory T(TRM) cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Tissue resident memory T(TRM) cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Leukocyte	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Leukocyte	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Natural killer cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Natural killer cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Tissue resident memory T(TRM) cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Tissue resident memory T(TRM) cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Natural killer T (NKT) cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Natural killer T (NKT) cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Lymphoid cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Lymphoid cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Memory CD4+ T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Memory CD4+ T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Tissue resident memory T(TRM) cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Tissue resident memory T(TRM) cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Mast cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Mast cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Natural killer cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Natural killer cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Megakaryocyte erythroid cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Megakaryocyte erythroid cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Tissue resident memory T(TRM) cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Tissue resident memory T(TRM) cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	CD4+ T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	CD4+ T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Pan-macrophage	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Pan-macrophage	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	B cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	B cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Leukocyte	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Leukocyte	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Activated CD4+ T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Activated CD4+ T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Effector T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Effector T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Tissue-resident cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Tissue-resident cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Memory CD8+ T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Memory CD8+ T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Activated B cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Activated B cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	B cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	B cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	CD8+ T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	CD8+ T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Natural killer cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Natural killer cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Follicular B cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Follicular B cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Eosinophil	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Eosinophil	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Basophil	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Basophil	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Tissue resident memory T(TRM) cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Tissue resident memory T(TRM) cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	B cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	B cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Memory CD8+ T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Memory CD8+ T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	CD8+ T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	CD8+ T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Activated T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Activated T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
CD69	Activated T cell	1.35201491188949e-136	1.14177221912701	0.852	0.316	2.60695515310531e-132	3	0.536
CD69	Activated T cell	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	0.497
