Tag	p.value	HR	Low 95%CI	High 95%CI
IFIT2	0.723990275490137	1.0271031798616	0.885427680516734	1.19144789043205
NOD2	0.219528189626086	0.912382692654086	0.788144643420204	1.05620482839582
MYO5A	0.951399218775783	0.995496138247875	0.860990306768961	1.15101477156625
KLHL6	0.0047080907288352	0.809835634023471	0.699638680505356	0.937389215902817
PREX1	0.362711913446936	0.934437967525047	0.80748881082741	1.0813454049693
RASSF5	0.0264538595020165	0.852686281866915	0.740749234507948	0.981538503738033
SUCNR1	0.502104135007089	0.946158020751442	0.804958799255318	1.1121252430068
TRANK1	0.736064808580451	0.974681898182701	0.839660520880089	1.13141535063395
DOK3	0.166324784323734	0.908635110899398	0.793354218017228	1.04066726565413
SIGLEC6	0.0109995327459801	0.803337605733604	0.678565920190984	0.951051754270481
HSD11B1	0.515780400495847	0.953277061362139	0.825172706589429	1.10126904157457
IRF5	0.321569727428429	0.930067554446241	0.805857969958146	1.07342197767001
MITF	0.499206618577957	0.952340773250648	0.826571010669757	1.09724746777745
CTSC	0.590647167298603	1.04111457612299	0.898955888884068	1.20575389072904
KCNJ5	0.125405394618201	0.885229622033703	0.757430746947238	1.03459159386425
JAK2	0.884072748083041	0.989121494647509	0.853876369347669	1.14578803945723
CD2	0.0160500597450877	0.830976960805853	0.714715577138803	0.966150356138141
APOL4	0.890796349978232	1.01037204735417	0.871984269840846	1.17072257996235
FGD3	0.00368498878275115	0.798243638060259	0.685620023065473	0.929367410908927
EGR2	0.0553480013654873	0.869104014247709	0.752921742527078	1.00321420529879
C1orf54	0.399528379097979	0.94176100548759	0.819057934192643	1.08284622421885
SIRPB1	0.843674877668927	0.985528901926468	0.852604920138268	1.1391761806569
CCR7	0.0227762629507756	0.840366423346118	0.723533561189533	0.976064917191243
IL3RA	0.135503223266901	0.898815763824854	0.781341179710768	1.03395264230039
CYTIP	0.0293869081262505	0.853736577076395	0.740508626024233	0.984277721316197
COTL1	0.284948845304358	1.08310234397266	0.93566516038336	1.25377190173292
MS4A14	0.0273721545103165	0.838343725640039	0.716787156590107	0.980514502608376
RUNX3	0.817940509176305	0.983356650380554	0.852413412443135	1.13441469565353
SCARF1	0.0112432731483986	0.814146863069603	0.694484910751736	0.954426949217079
NPL	0.170064198151398	0.901946258048494	0.778312663551701	1.0452188310741
RAB8B	0.723548906315183	1.02604876207049	0.889786929455453	1.18317771063537
EBI3	0.458591120851513	1.05771349476868	0.911860949130691	1.22689521695422
TGFBI	0.0497972543063473	1.15073747290171	1.00012436087413	1.32403207375416
CCL2	0.622086658177622	0.964666878495489	0.836093864035959	1.11301162045869
MATK	0.362306247121089	0.930807299629284	0.797740930844691	1.08606966941732
CD40LG	0.000503366346003101	0.755604883620984	0.645251266455419	0.884831645954355
IFI16	0.831205275290726	1.01603197592912	0.877797286524766	1.17603573394199
CCL18	0.577788992586076	0.9598497556935	0.830878004883748	1.10884094667276
NAAA	0.463857659185655	0.946505913673354	0.817027942072619	1.09650282259135
PIK3IP1	0.0372612228485745	0.8539917394803	0.736127006850682	0.990728344855471
P2RY10	0.0285668037690245	0.849667322480981	0.73436591428895	0.983071987472367
CLEC2B	0.715590831243308	0.974535870924745	0.848279150306164	1.11958447095661
FOXP3	0.438072268500299	0.944304026611575	0.816971259411814	1.09148282072594
CORO1C	0.100510849941338	1.1298315368066	0.976672410276677	1.30700866342805
CTSB	0.44383154091276	1.05752221054098	0.916471141377387	1.22028198739208
LTA	0.0991373442239156	0.883562186710687	0.762671873132635	1.02361469628919
RASAL3	0.0286888887191596	0.84421649171388	0.725378641157428	0.982523394601874
BTN3A1	0.437702534583585	0.942260878574173	0.810851231901603	1.09496727434104
TRIM14	0.669700474251707	1.03261442685428	0.891034808145242	1.19669012343879
TNFRSF9	0.626358449574487	1.0370740344546	0.895702653516854	1.20075847572522
RASGRP2	0.00482389609233809	0.790521097115224	0.67131269948365	0.93089793395079
ETS1	0.339984620349564	1.07535737464569	0.926278970835243	1.24842895025688
CHIT1	0.00465557998486	0.799706354548009	0.685018334869629	0.93359581919246
SNX10	0.189791279740768	1.10018668828263	0.953856060938625	1.2689658310534
PPP1R18	0.234571198263479	1.09038191201431	0.945401043759098	1.25759615128047
TNFRSF1B	0.321259401284419	0.930888587887065	0.808051171982484	1.07239936417932
UBASH3B	0.157899990155514	1.11668073561857	0.958093446638532	1.30151799876791
SRGN	0.167179655091095	1.10470400630195	0.95914470315151	1.27235331387405
JAZF1	0.444083623956252	0.945978746990277	0.820566694523968	1.090558263855
SIGLEC10	0.672963861137025	0.968910261156779	0.836740252899227	1.12195760981032
C11orf21	0.00370511492740495	0.778228597954563	0.657004992229448	0.921819100063725
PIP4K2A	0.261883831158596	1.08463544855999	0.941121269167594	1.25003450120033
ITK	0.0184631840878798	0.828617162468631	0.70866002399517	0.96887982768765
SERPING1	0.83198717483515	1.01620798358436	0.875940086634566	1.17893755709735
FNBP1	0.324298609899676	0.930691724277566	0.806820877659477	1.07358040628731
TBC1D10C	0.00972756574329475	0.817137916545595	0.70114290952487	0.952322794091939
QKI	0.941582759614844	1.00527270357678	0.873371473385167	1.15709436288273
LRRK1	0.859524641018072	1.01321293085409	0.876128576580653	1.17174632889678
LPAR6	0.015609891180577	0.840036898154128	0.72934741896548	0.967525176494534
LTB	0.0346195950198924	0.854833218556482	0.7390771210065	0.988719324111247
SDC3	0.414988435504869	1.0647280751258	0.915682900979309	1.23803324573241
RGS10	0.560058754841475	1.04379280990537	0.903668718455082	1.20564473214562
PLEKHO1	0.515364107669713	0.953090401959344	0.824642407341456	1.10154571996307
SH2D1A	0.0460999734428376	0.857603465727739	0.737441336029056	0.99734537310945
CD207	0.0229318643845425	0.835474503301074	0.715589747230444	0.975443888579627
NLRP1	0.000804065299719351	0.767149288542413	0.65698466476863	0.895786557085604
SLAMF1	0.00166215400744007	0.784333106904773	0.67413760757079	0.912541320463709
ST8SIA4	0.32850621201581	0.930844242750272	0.80621187054993	1.07474354560209
GRAP2	0.00831134913712875	0.808494120845336	0.690419727818425	0.946761393256973
ADAMTSL4	0.623724348806872	1.03503843016227	0.901991122444455	1.18771074931366
IL1B	0.542006717900544	0.957228512793395	0.831755909391027	1.10162899398637
TMEM86A	0.0967367222340998	0.884949268983742	0.76608718724689	1.0222533697362
RAB32	0.17477511517779	1.10363520678347	0.957132231599415	1.27256258794737
FYN	0.176074304563501	0.905365037928409	0.783926952386976	1.04561509131336
DNASE2B	0.00371560398056084	0.779000425565274	0.658063123667786	0.922163301977143
SYK	0.352202724403888	0.933131907305532	0.806529944048675	1.07960673110372
TRAT1	0.0613918215754827	0.865393611379824	0.74375534005776	1.0069253453143
GBP2	0.073183310144832	1.14212391872284	0.987596348285878	1.32083016303461
LILRA5	0.71705487080014	0.974333455691784	0.846515164495294	1.12145147859967
AKNA	0.018233847737011	0.840380552742201	0.727404527563984	0.970903323618872
CD72	0.5705640344002	0.959585409821922	0.832100523467131	1.10660206642627
CD3G	0.0948046844751265	0.878533880027477	0.754700554333676	1.02268611560458
FCGBP	0.0440454366820809	0.855985761926761	0.735756081454508	0.995862138404413
BTN3A2	0.846006103710442	1.01559115698895	0.868788701943327	1.187199368324
STAP1	0.000288192072633467	0.756352909147383	0.650377829465267	0.879595978303962
GPSM3	0.0326002340710574	0.859089845968568	0.747378927994897	0.98749822319226
CD209	0.670207141669094	0.968706229762239	0.836842241330592	1.12134846119636
GM2A	0.556141443613635	1.04559355756297	0.901332337869739	1.21294426226965
UBE2L6	0.0483852938346849	1.16476234910052	1.00108265407851	1.3552041126224
CD244	0.14484889745239	0.889391610224298	0.759728207136768	1.04118476700835
AQP9	0.743739082385771	1.02380145641154	0.889134087344794	1.17886541194311
CD247	0.0442285041265119	0.856903178884125	0.73721717364489	0.996020011784771
PAPLN	0.0252267757643812	0.842337437198876	0.724814409541786	0.97891591111623
SLC11A1	0.546218260075898	0.958120330910671	0.833820064288961	1.10095044221224
SIT1	0.0220436650287104	0.838724941449177	0.72149961446091	0.974996400981498
LRMP	0.00467617258259293	0.785453649676891	0.664426433960293	0.928526326253325
VASH1	0.373598397356633	0.937041587698221	0.811986489713861	1.08135658437546
CD22	0.0114143790256452	0.819181991539736	0.701892312600752	0.956071356269031
CD3E	0.103185394800209	0.883553873216317	0.761318140250429	1.02541553340468
PALD1	0.42406076879893	0.942241028314853	0.814352211587939	1.09021396737984
SIGLEC8	0.0514111938437911	0.85728343319476	0.734241998407147	1.00094367582425
LGALS2	0.55632211464495	0.956530932268782	0.824893426382899	1.10917531298435
GPR137B	0.591114650072586	0.962184237435917	0.835946872933009	1.10748486147436
MAN1A1	0.384484650141682	0.939271899533695	0.81558832863653	1.08171202342794
RAB33A	0.55938929354222	0.958770341148911	0.832377779244614	1.10435500560937
PLA2G7	0.677999606867193	0.971686717552335	0.84848239915106	1.11278098168249
CD96	0.0946406009012763	0.873232795895631	0.744897864519233	1.02367794586155
RENBP	0.0300730309703577	0.846011645661588	0.727370342577415	0.984004519704282
ACAP1	0.00709712689021148	0.808722870833262	0.69291150660394	0.943890634771389
CD5	0.00190349822413486	0.789125897633287	0.67954750652835	0.916374022909554
ARL11	0.423561384896278	0.942987398366847	0.816707595366405	1.0887926578909
ITM2A	0.452825003282202	0.948132712914667	0.825047655663458	1.08958026258015
APOL6	0.363601554074677	1.07187418469232	0.922814437326511	1.24501115428835
TIAM1	0.962087513180943	1.00366970838137	0.862972686406358	1.16730563943713
ABCA1	0.565062306776485	0.960170873742476	0.836019771994817	1.10275873569783
HTRA4	0.0152370320269851	0.824688707827414	0.705797659082264	0.963606858235244
LCK	0.0425257245806341	0.855355498315514	0.735496498215873	0.994747126972511
STAB1	0.451161259015458	0.9463697508924	0.819954957047714	1.09227427397823
THEMIS	0.0315296721298763	0.842707201327014	0.720996138450102	0.984964258886328
TNS3	0.843559716708573	1.01497707568069	0.875657371947132	1.17646296046889
IL4I1	0.694007567620309	1.0293393958102	0.891238187855436	1.18883998262737
CCL19	0.123950713678851	0.89238195209627	0.771882383319164	1.03169286621466
CD3D	0.0368379742748284	0.855082013965564	0.738195211358812	0.990476826937868
DOCK4	0.0306119797148133	0.852843075037279	0.738245439891119	0.98522966934454
GBP1	0.0798577357532463	1.13893692986709	0.984636274664885	1.31741777506272
FPR2	0.557853157315214	0.958770720175765	0.832838022461583	1.10374558926764
OSM	0.996551428109354	0.999676992560212	0.863448907512471	1.15739805883048
CTLA4	0.0329445769941738	0.850376137213723	0.732697949444191	0.986954549676426
PDE6G	0.30152430760065	0.922697648006396	0.79209223783143	1.07483814254688
CD6	0.0129231594539688	0.825660277786011	0.709911782844161	0.960281137442851
MAP4K1	0.021305331278237	0.838127745947101	0.721157592940557	0.974070196865098
ZBED2	0.724981850327528	1.02810783432042	0.880987863777095	1.19979600452075
GPR174	0.0086027693837818	0.805777227247631	0.685891479886529	0.946617590377846
IL22RA2	0.110721101643294	0.881521745847932	0.754975301006067	1.02927948419937
PPP1R16B	0.0605857804366682	0.868698979823241	0.749928460684707	1.00627987482557
IQGAP2	0.0862070846847482	0.877760550560488	0.756297400534518	1.01873096955737
PYHIN1	0.0340811818910212	0.842846952031873	0.719571142856676	0.987242181126368
NLRC3	0.0098202984136014	0.809273536753432	0.689182408118772	0.950290735187396
C1R	0.904120485168193	1.00912607178331	0.870461490404561	1.16987993148271
SAMD9	0.00638954594158516	1.23897174282196	1.0621308932536	1.44525593715574
HS3ST3B1	0.830932938220967	1.01651205453715	0.874621068749215	1.18142221121775
TIGIT	0.276141335798098	0.919792564146141	0.791300210384525	1.06914967284972
CARD9	0.132081766632738	0.889885067935816	0.764526816510599	1.03579811333427
PLEKHA2	0.908624309522399	0.991412768536051	0.855645233472729	1.14872290426619
PSMB9	0.161466060552125	1.10596813027028	0.960530109924531	1.2734275506154
ATP10D	0.167860060019156	1.11327930821649	0.95580957423728	1.29669219843502
SLAMF6	0.0735447080801208	0.873025843917575	0.752374795247908	1.01302453107411
SERPINB9	0.157364710571791	1.11268670984034	0.959609146445192	1.29018331978356
NCR3	0.0106254312210114	0.820344135340262	0.704719111609068	0.954940045333238
TNFAIP3	0.261835067949534	1.08677506909668	0.939750936289096	1.25680114294321
CXCR6	0.0137108573886617	0.820315655263674	0.700775476046536	0.960247322105183
CLEC2D	0.0171444125284736	0.832921723410791	0.716670033432298	0.968030704461064
RASGRP1	0.563312995860454	0.955741421635324	0.819723792604117	1.11432859857302
CXCR4	0.0454644381333237	0.864404073906592	0.74939484794926	0.997063704175484
TLR10	0.00278663417548054	0.778963319017951	0.661323411936723	0.917529670692379
TMC8	0.397096398091986	0.937131920212782	0.806368256196284	1.08910070446514
LPAR5	0.252596218925916	1.09484423910193	0.937423066344068	1.27870110191499
PTPRJ	0.901022395542252	0.990917591499797	0.858207913760698	1.14414893803642
IL15RA	0.0995081257260655	1.13608435577353	0.976069114209955	1.32233224537388
PTK2B	0.12076932338615	0.891520969305014	0.771145585665591	1.03068688129043
GBP4	0.673688866109474	1.03307144948211	0.88789311597024	1.20198771737165
AIM2	0.875958180475434	1.01171134630127	0.874106866578024	1.17097792886787
MAN1C1	0.0519901978802187	0.86147719563554	0.741189776746128	1.00128601592177
PLCL2	0.140033027030381	0.894259660907639	0.770900363904445	1.03735888393713
KLRB1	0.00331045135625939	0.795959961196704	0.683533802496037	0.926877730866766
S1PR4	0.0428465691304321	0.855281383058708	0.735199214016834	0.994976912733842
CXCR3	0.290340859469322	0.921156818974754	0.791082477845795	1.07261873307361
EPSTI1	0.0270556718149118	1.17961021199004	1.01891258212465	1.36565224204972
IL2RB	0.260788804624482	0.91763636630348	0.789966133349401	1.06594000073445
PLCB2	0.0234579302283794	0.841680622630253	0.725104960281124	0.97699824069138
HAPLN3	0.283339048887764	1.08300992752957	0.936188245637887	1.25285754076993
SIRPG	0.232871999507725	0.913396191926055	0.787093535902624	1.05996627512417
BCL11B	0.132526041460693	0.887160002911768	0.759013444071816	1.03694193681758
FCRL3	0.0172036528636012	0.815610519724781	0.68969778658577	0.964510156221882
CST7	0.139473343875002	0.895820492481707	0.774196374109551	1.03655142491873
CCND2	0.118619456376941	0.889318916526686	0.767500110546998	1.0304729920215
CXCL10	0.722909806882302	1.027401672227	0.884797360158149	1.19298976649995
ADAM19	0.0774048710688405	1.14419682796006	0.98530967540735	1.3287054961402
SLA2	0.178647502188479	0.899931615191793	0.771754488727402	1.04939708657499
EPB41L3	0.850928031178931	0.986447153947843	0.85559822906564	1.13730715477807
IL18BP	0.937341353390563	1.00594922939242	0.867659345669668	1.16628012729372
TBX21	0.473953192151482	0.944064898245284	0.806451629458377	1.10516055711545
SLAMF7	0.21795954997768	0.912694860127448	0.789236157006267	1.05546597214051
SP140	0.271642673306623	0.91653959702885	0.784637645139106	1.07061500060054
BST1	0.404055925225633	0.940283486172173	0.813663891283695	1.08660718982284
CCDC69	0.011469411300735	0.829112492649945	0.716994526036855	0.958762585354618
APOE	0.81184714048742	1.0174353694821	0.882466797207346	1.17304666232101
HMOX1	0.348233516410825	1.06890061998741	0.92998029368946	1.22857284521234
ZAP70	0.0167488251681907	0.823621380789407	0.702556611942915	0.965548067389861
EOMES	0.146469467430117	0.889748164180968	0.759961137323714	1.04170036700994
DUSP2	0.0376662219384188	0.854676734625689	0.737041773402883	0.991086729505002
SPIB	0.0179002106130578	0.821523007711562	0.698138961042065	0.966713061239374
RGS1	0.129646006299336	0.894635602260093	0.774660078285179	1.03319234237941
NLRC5	0.863532607312397	0.987375551835658	0.854208643762829	1.14130252307943
P2RY8	0.0028557069757901	0.798484658355687	0.688728884538005	0.925731102532575
BANK1	0.039469736738148	0.858670443203926	0.742751842845357	0.99268004130087
WDFY4	0.00140188957994342	0.774524736931513	0.662138079525008	0.905987114574602
BIRC3	0.000532431466914574	1.31300888889656	1.12550778992141	1.53174625512076
IKZF3	0.000473929593167955	0.75780601101449	0.648659434893843	0.8853181183184
TNFAIP2	0.86896071923896	1.01166134576842	0.881489189449704	1.1610564154064
CXCL11	0.324537639599346	1.07623624651146	0.92988411341828	1.24562237550998
PARP15	0.000878349632269706	0.763248892863574	0.65093950613709	0.894935500096663
TGM2	0.374134095218376	1.06854898881144	0.923197019302146	1.2367857755358
C1S	0.973525979898963	1.0026833095033	0.855916445087578	1.17461678055925
GBP5	0.687642168452665	0.969682663417609	0.83454774377986	1.12669943060885
PDCD1	0.921065987720329	0.992423562115883	0.853821208696691	1.15352548825319
TAP1	0.0243459266073141	1.17860769937764	1.02151498008757	1.35985877457535
PRF1	0.778593359704002	0.978388704018699	0.840165698700047	1.13935198453412
ETV7	0.753609748459623	1.02388339327021	0.88357589546234	1.18647103027404
TCL1A	0.0677341987544911	0.869369173729572	0.748127731126418	1.01025898223725
VNN2	0.788074927808351	0.98040029180204	0.848640785148594	1.13261670778317
SPOCK2	0.114082191153123	0.884093824007798	0.758813371487873	1.03005813948183
CCL8	0.919831685628881	1.00767496567574	0.8682764451431	1.16945339486003
GPR171	0.166858470715869	0.889965897288006	0.754385627904038	1.04991302728848
SEMA7A	0.00817281624485408	1.22221141878372	1.05333498706397	1.41816304456864
BATF2	0.0790578553664247	1.14648625325891	0.984262424356816	1.33544743392048
CCL5	0.570905995921376	0.956651057314241	0.820711878657608	1.11510661568267
MS4A1	0.000875912498276687	0.765288794547274	0.653730330505419	0.895884605211482
CD8A	0.369001582123339	0.932682242350573	0.801124922392542	1.08584334462866
CXCL9	0.688156383693763	0.968819797556293	0.829971319740508	1.13089666812882
IRF4	0.00478469006388875	0.800948990667029	0.686493044505301	0.934487670028504
GZMA	0.344619254142867	0.928759772586468	0.796781704700147	1.0825985462348
CTSW	0.0454956262269292	0.857115635123814	0.736920539540933	0.996915098107252
PLA2G2D	0.226874379205524	0.911929310128483	0.785277002386725	1.05900855894652
NKG7	0.956166019530698	1.00425060712792	0.863288886119806	1.16822919665947
IDO1	0.920168664076177	0.992546931629959	0.857459091885428	1.14891709798288
FDCSP	0.00951958045854506	0.823113619138717	0.710483308440576	0.953598799525217
CXCL13	0.129756144668261	0.895044792685604	0.775440928846	1.03309633411511
